sketch_type,k,n_trial,estimate
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,10,1.bc71f87abab93p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,11,1.8c66e2002dd65p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,12,1.c133d79d18e5p+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,13,1.74e18c41ab74ap+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,14,1.36e04a080d90ap+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,15,1.6c03e3462017ap+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,16,1.6beb806c670f5p+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,17,1.6ad80b17a38e8p+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,18,1.c601bd4b55e7ap+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,19,1.af01e504c1bc5p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,20,1.604cb51c39621p+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,21,1.9a3030ac8337bp+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,22,1.95d2ef76e4b6fp+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,23,1.bab4e634ead9ap+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,24,1.991c51d76e6c3p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,25,1.8cedbaeea7ea7p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,26,1.bdf0e8609acd4p+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,27,1.192c18af31672p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,28,1.1e59220d65865p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,29,1.b9f90a6726799p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,30,1.b0774402193adp+49
bucket_expo_alt_abs_k=k_kh=0,64,1,1.6ec7b1396becdp+52
bucket_expo_alt_abs_k=k_kh=0,64,2,1.764a4929ca19ep+52
bucket_expo_alt_abs_k=k_kh=0,64,3,1.3682e6c40f107p+53
bucket_expo_alt_abs_k=k_kh=0,64,4,1.688ec254bce21p+53
bucket_expo_alt_abs_k=k_kh=0,64,5,1.94dd67f3b629p+52
bucket_expo_alt_abs_k=k_kh=0,64,6,1.81e1656dc2eb1p+52
bucket_expo_alt_abs_k=k_kh=0,64,7,1.7ee3a88e83bedp+52
bucket_expo_alt_abs_k=k_kh=0,64,8,1.a92a597d2d5c2p+53
bucket_expo_alt_abs_k=k_kh=0,64,9,1.abd9aa5098faap+52
bucket_expo_alt_abs_k=k_kh=0,64,10,1.882ee1adcedaap+53
bucket_expo_alt_abs_k=k_kh=0,64,11,1.b2d8ce4985db6p+52
bucket_expo_alt_abs_k=k_kh=0,64,12,1.6d69bf17a2401p+52
bucket_expo_alt_abs_k=k_kh=0,64,13,1.088283f980f6ep+53
bucket_expo_alt_abs_k=k_kh=0,64,14,1.d9dd9e101cda6p+52
bucket_expo_alt_abs_k=k_kh=0,64,15,1.52b27dfe55da6p+53
bucket_expo_alt_abs_k=k_kh=0,64,16,1.959b22e866d6bp+52
bucket_expo_alt_abs_k=k_kh=0,64,17,1.b41e4b6724044p+52
bucket_expo_alt_abs_k=k_kh=0,64,18,1.99f2f9359e049p+52
bucket_expo_alt_abs_k=k_kh=0,64,19,1.d035fec9941f7p+52
bucket_expo_alt_abs_k=k_kh=0,64,20,1.8d333a99e95edp+52
bucket_expo_alt_abs_k=k_kh=0,64,21,1.1893bdb04b327p+53
bucket_expo_alt_abs_k=k_kh=0,64,22,1.953c2e69aefe2p+52
bucket_expo_alt_abs_k=k_kh=0,64,23,1.838c391278468p+52
bucket_expo_alt_abs_k=k_kh=0,64,24,1.67c9a1cb1725fp+52
bucket_expo_alt_abs_k=k_kh=0,64,25,1.3d532fcfcb5bp+53
bucket_expo_alt_abs_k=k_kh=0,64,26,1.cd9b56ca3e724p+52
bucket_expo_alt_abs_k=k_kh=0,64,27,1.b2119fd19cd9ep+52
bucket_expo_alt_abs_k=k_kh=0,64,28,1.a761e5d7cbf83p+53
bucket_expo_alt_abs_k=k_kh=0,64,29,1.87f9e675520aep+52
bucket_expo_alt_abs_k=k_kh=0,64,30,1.89cb6398a4fe3p+53
bucket_expo_alt_abs_k=k_kh=0,128,1,1.19ef69a25953fp+53
bucket_expo_alt_abs_k=k_kh=0,128,2,1.8e21a6c84c974p+52
bucket_expo_alt_abs_k=k_kh=0,128,3,1.6fd44ed66a6f4p+53
bucket_expo_alt_abs_k=k_kh=0,128,4,1.0833decbb3d46p+53
bucket_expo_alt_abs_k=k_kh=0,128,5,1.7ca492d11f5f3p+52
bucket_expo_alt_abs_k=k_kh=0,128,6,1.8426b70e0d828p+52
bucket_expo_alt_abs_k=k_kh=0,128,7,1.4eb6cc13e554fp+53
bucket_expo_alt_abs_k=k_kh=0,128,8,1.91cceeb7037a9p+52
bucket_expo_alt_abs_k=k_kh=0,128,9,1.7fa350aa7c217p+52
bucket_expo_alt_abs_k=k_kh=0,128,10,1.3ae43a28b9291p+53
bucket_expo_alt_abs_k=k_kh=0,128,11,1.6b1e2ed1fc13ep+52
bucket_expo_alt_abs_k=k_kh=0,128,12,1.3b45f19951b4dp+53
bucket_expo_alt_abs_k=k_kh=0,128,13,1.c074850527c6ap+52
bucket_expo_alt_abs_k=k_kh=0,128,14,1.1f041ffdd9f6cp+53
bucket_expo_alt_abs_k=k_kh=0,128,15,1.9f92f327a645p+53
bucket_expo_alt_abs_k=k_kh=0,128,16,1.12b9836acd6bp+53
bucket_expo_alt_abs_k=k_kh=0,128,17,1.7c3304c3226b5p+52
bucket_expo_alt_abs_k=k_kh=0,128,18,1.d676ca1f42665p+52
bucket_expo_alt_abs_k=k_kh=0,128,19,1.734a2320af259p+53
bucket_expo_alt_abs_k=k_kh=0,128,20,1.d96519786dd0ap+52
bucket_expo_alt_abs_k=k_kh=0,128,21,1.9d7ee56b4399bp+52
bucket_expo_alt_abs_k=k_kh=0,128,22,1.9e69a8bc1c387p+53
bucket_expo_alt_abs_k=k_kh=0,128,23,1.1c27b89d3db59p+53
bucket_expo_alt_abs_k=k_kh=0,128,24,1.9762ac5369d59p+52
bucket_expo_alt_abs_k=k_kh=0,128,25,1.7b7aace9bae06p+52
bucket_expo_alt_abs_k=k_kh=0,128,26,1.8338234a16a1cp+52
bucket_expo_alt_abs_k=k_kh=0,128,27,1.752a012ea048fp+52
bucket_expo_alt_abs_k=k_kh=0,128,28,1.90159bc13525ep+52
bucket_expo_alt_abs_k=k_kh=0,128,29,1.b6c4952817d62p+52
bucket_expo_alt_abs_k=k_kh=0,128,30,1.5013ee7d306b9p+53
bucket_expo_alt_abs_k=k_kh=0,256,1,1.68be0bd6f5c3fp+52
bucket_expo_alt_abs_k=k_kh=0,256,2,1.3bc7517a209b2p+53
bucket_expo_alt_abs_k=k_kh=0,256,3,1.220d4b24528f1p+53
bucket_expo_alt_abs_k=k_kh=0,256,4,1.a9c00b0d201b5p+52
bucket_expo_alt_abs_k=k_kh=0,256,5,1.e8069e3083ff5p+52
bucket_expo_alt_abs_k=k_kh=0,256,6,1.7da2c1d5c10a1p+52
bucket_expo_alt_abs_k=k_kh=0,256,7,1.b430db107c143p+52
bucket_expo_alt_abs_k=k_kh=0,256,8,1.b4047cc3715b5p+52
bucket_expo_alt_abs_k=k_kh=0,256,9,1.25db30ce5ed9ep+53
bucket_expo_alt_abs_k=k_kh=0,256,10,1.a17672542aa4p+53
bucket_expo_alt_abs_k=k_kh=0,256,11,1.67c59791ae1dbp+52
bucket_expo_alt_abs_k=k_kh=0,256,12,1.911bfcd0fff16p+52
bucket_expo_alt_abs_k=k_kh=0,256,13,1.8c66f53eaea0ep+52
bucket_expo_alt_abs_k=k_kh=0,256,14,1.8b97c32685bf1p+52
bucket_expo_alt_abs_k=k_kh=0,256,15,1.a3325bd646209p+52
bucket_expo_alt_abs_k=k_kh=0,256,16,1.72fcedf181bedp+53
bucket_expo_alt_abs_k=k_kh=0,256,17,1.3d4f78bd9025bp+53
bucket_expo_alt_abs_k=k_kh=0,256,18,1.188d83c138c6p+53
bucket_expo_alt_abs_k=k_kh=0,256,19,1.9dbfda8cf36c7p+52
bucket_expo_alt_abs_k=k_kh=0,256,20,1.5b1e1c0f4cc75p+53
bucket_expo_alt_abs_k=k_kh=0,256,21,1.b3700d4bda9a3p+52
bucket_expo_alt_abs_k=k_kh=0,256,22,1.00a139e6f56aep+53
bucket_expo_alt_abs_k=k_kh=0,256,23,1.82cb35d051ab8p+52
bucket_expo_alt_abs_k=k_kh=0,256,24,1.b2104f980a19fp+52
bucket_expo_alt_abs_k=k_kh=0,256,25,1.7e13cabcdd809p+52
bucket_expo_alt_abs_k=k_kh=0,256,26,1.512cfd0a9695cp+53
bucket_expo_alt_abs_k=k_kh=0,256,27,1.d0a6ff219d14ap+52
bucket_expo_alt_abs_k=k_kh=0,256,28,1.b8c61a8d078b6p+52
bucket_expo_alt_abs_k=k_kh=0,256,29,1.4270737b93a12p+53
bucket_expo_alt_abs_k=k_kh=0,256,30,1.2ac122a493b9bp+53
bucket_expo_alt_abs_k=k_kh=0,512,1,1.64b06f82b95f7p+53
bucket_expo_alt_abs_k=k_kh=0,512,2,1.c8e1cf178900ep+52
bucket_expo_alt_abs_k=k_kh=0,512,3,1.4ec2ac69c21dp+53
bucket_expo_alt_abs_k=k_kh=0,512,4,1.9121dd5342dc7p+52
bucket_expo_alt_abs_k=k_kh=0,512,5,1.bdca11e696c98p+52
bucket_expo_alt_abs_k=k_kh=0,512,6,1.93a082e1f155cp+52
bucket_expo_alt_abs_k=k_kh=0,512,7,1.08b2513404f37p+53
bucket_expo_alt_abs_k=k_kh=0,512,8,1.a34af7e86374p+52
bucket_expo_alt_abs_k=k_kh=0,512,9,1.1c8b74452577dp+53
bucket_expo_alt_abs_k=k_kh=0,512,10,1.8b0068ea2bc46p+52
bucket_expo_alt_abs_k=k_kh=0,512,11,1.9565a3bebf6a1p+52
bucket_expo_alt_abs_k=k_kh=0,512,12,1.b800437329c84p+52
bucket_expo_alt_abs_k=k_kh=0,512,13,1.864989bea82edp+52
bucket_expo_alt_abs_k=k_kh=0,512,14,1.b717139e5a61ep+52
bucket_expo_alt_abs_k=k_kh=0,512,15,1.6fc4130705abep+53
bucket_expo_alt_abs_k=k_kh=0,512,16,1.ef27990620acfp+52
bucket_expo_alt_abs_k=k_kh=0,512,17,1.f48c37d99caap+52
bucket_expo_alt_abs_k=k_kh=0,512,18,1.c8d809328a796p+52
bucket_expo_alt_abs_k=k_kh=0,512,19,1.7ab9ca585125p+53
bucket_expo_alt_abs_k=k_kh=0,512,20,1.90f0a08cb42d8p+53
bucket_expo_alt_abs_k=k_kh=0,512,21,1.28bdbb0776719p+53
bucket_expo_alt_abs_k=k_kh=0,512,22,1.7b08403cfba46p+53
bucket_expo_alt_abs_k=k_kh=0,512,23,1.6ef913d2ff95ep+53
bucket_expo_alt_abs_k=k_kh=0,512,24,1.61f26ead6599dp+53
bucket_expo_alt_abs_k=k_kh=0,512,25,1.6e2b4d8f159ccp+52
bucket_expo_alt_abs_k=k_kh=0,512,26,1.8f81fdab869a6p+53
bucket_expo_alt_abs_k=k_kh=0,512,27,1.a01aa9ad1bb99p+52
bucket_expo_alt_abs_k=k_kh=0,512,28,1.9ddb952ae851bp+52
bucket_expo_alt_abs_k=k_kh=0,512,29,1.8c18f1bf05c1cp+53
bucket_expo_alt_abs_k=k_kh=0,512,30,1.a5e2c29ed54abp+52
bucket_expo_alt_abs_k=k_kh=0,1024,1,1.5b6e05b377bd7p+52
bucket_expo_alt_abs_k=k_kh=0,1024,2,1.6e8e7895f3d83p+52
bucket_expo_alt_abs_k=k_kh=0,1024,3,1.9583e2b3d5798p+52
bucket_expo_alt_abs_k=k_kh=0,1024,4,1.a52c1dd56d36fp+52
bucket_expo_alt_abs_k=k_kh=0,1024,5,1.6fd8f0bf78228p+53
bucket_expo_alt_abs_k=k_kh=0,1024,6,1.4ebe275838af5p+53
bucket_expo_alt_abs_k=k_kh=0,1024,7,1.4a18095ab7deap+53
bucket_expo_alt_abs_k=k_kh=0,1024,8,1.54d967fbd24c7p+53
bucket_expo_alt_abs_k=k_kh=0,1024,9,1.5c25591912ae5p+53
bucket_expo_alt_abs_k=k_kh=0,1024,10,1.72c580f1f9fd8p+52
bucket_expo_alt_abs_k=k_kh=0,1024,11,1.b4d796e8b8bbbp+52
bucket_expo_alt_abs_k=k_kh=0,1024,12,1.37c3fa496c2c8p+53
bucket_expo_alt_abs_k=k_kh=0,1024,13,1.7e6d3d56d51acp+52
bucket_expo_alt_abs_k=k_kh=0,1024,14,1.d20ab7095a65fp+52
bucket_expo_alt_abs_k=k_kh=0,1024,15,1.a1b48bbbb5f69p+52
bucket_expo_alt_abs_k=k_kh=0,1024,16,1.9dec0eb03fc4p+52
bucket_expo_alt_abs_k=k_kh=0,1024,17,1.8716599a3b7b2p+52
bucket_expo_alt_abs_k=k_kh=0,1024,18,1.5d154b0b4d6f3p+53
bucket_expo_alt_abs_k=k_kh=0,1024,19,1.2fa9c2d74dbbcp+53
bucket_expo_alt_abs_k=k_kh=0,1024,20,1.bc61641473687p+52
bucket_expo_alt_abs_k=k_kh=0,1024,21,1.8810800f79cddp+52
bucket_expo_alt_abs_k=k_kh=0,1024,22,1.5c30467b3596ap+52
bucket_expo_alt_abs_k=k_kh=0,1024,23,1.5ec60c232d6e3p+53
bucket_expo_alt_abs_k=k_kh=0,1024,24,1.79d273f82a08ap+52
bucket_expo_alt_abs_k=k_kh=0,1024,25,1.83eecccb66a46p+52
bucket_expo_alt_abs_k=k_kh=0,1024,26,1.0a9a49b66df88p+53
bucket_expo_alt_abs_k=k_kh=0,1024,27,1.6f9c5158bafap+53
bucket_expo_alt_abs_k=k_kh=0,1024,28,1.6798711038707p+52
bucket_expo_alt_abs_k=k_kh=0,1024,29,1.95dbfe0f957a7p+52
bucket_expo_alt_abs_k=k_kh=0,1024,30,1.fec9fa9f6e666p+52
bucket_expo_alt_abs_k=k_kh=0,2048,1,1.fb097b5fbfab2p+52
bucket_expo_alt_abs_k=k_kh=0,2048,2,1.2b3fc6659b1c3p+53
bucket_expo_alt_abs_k=k_kh=0,2048,3,1.b14912e6e9938p+52
bucket_expo_alt_abs_k=k_kh=0,2048,4,1.950771f9c016dp+52
bucket_expo_alt_abs_k=k_kh=0,2048,5,1.a5bc508c2ec1ap+52
bucket_expo_alt_abs_k=k_kh=0,2048,6,1.7346ccb1f88c2p+52
bucket_expo_alt_abs_k=k_kh=0,2048,7,1.1d14293e880b6p+53
bucket_expo_alt_abs_k=k_kh=0,2048,8,1.78487382a4d28p+52
bucket_expo_alt_abs_k=k_kh=0,2048,9,1.8c4d9e002cbe3p+53
bucket_expo_alt_abs_k=k_kh=0,2048,10,1.de984e4cace4bp+52
bucket_expo_alt_abs_k=k_kh=0,2048,11,1.bce4801d8688ap+52
bucket_expo_alt_abs_k=k_kh=0,2048,12,1.c316e779ef5a3p+52
bucket_expo_alt_abs_k=k_kh=0,2048,13,1.7a92c50d4f864p+52
bucket_expo_alt_abs_k=k_kh=0,2048,14,1.7d9ecc17711a5p+52
bucket_expo_alt_abs_k=k_kh=0,2048,15,1.7f641cae5a9e5p+52
bucket_expo_alt_abs_k=k_kh=0,2048,16,1.c7de5521afcbep+52
bucket_expo_alt_abs_k=k_kh=0,2048,17,1.43e1256830b2dp+53
bucket_expo_alt_abs_k=k_kh=0,2048,18,1.61daeca3984c8p+52
bucket_expo_alt_abs_k=k_kh=0,2048,19,1.0004527ca19c9p+53
bucket_expo_alt_abs_k=k_kh=0,2048,20,1.5f995dab6dfe1p+52
bucket_expo_alt_abs_k=k_kh=0,2048,21,1.7e529f2c64536p+52
bucket_expo_alt_abs_k=k_kh=0,2048,22,1.73f89a254441fp+52
bucket_expo_alt_abs_k=k_kh=0,2048,23,1.815b3b0601041p+52
bucket_expo_alt_abs_k=k_kh=0,2048,24,1.739ee69c5dff8p+52
bucket_expo_alt_abs_k=k_kh=0,2048,25,1.72644d9bee2b1p+53
bucket_expo_alt_abs_k=k_kh=0,2048,26,1.1ede672c8c68cp+53
bucket_expo_alt_abs_k=k_kh=0,2048,27,1.3715812813f9ap+53
bucket_expo_alt_abs_k=k_kh=0,2048,28,1.b64fa8851022cp+52
bucket_expo_alt_abs_k=k_kh=0,2048,29,1.8d1fb69491954p+52
bucket_expo_alt_abs_k=k_kh=0,2048,30,1.a489e816ee9fbp+52
bucket_expo_alt_abs_k=k_kh=0,4096,1,1.911afb8768a26p+53
bucket_expo_alt_abs_k=k_kh=0,4096,2,1.22fe8bf9fc6b8p+53
bucket_expo_alt_abs_k=k_kh=0,4096,3,1.dee2a809d185ap+52
bucket_expo_alt_abs_k=k_kh=0,4096,4,1.7ce0b8559294ap+52
bucket_expo_alt_abs_k=k_kh=0,4096,5,1.74593f4225c64p+52
bucket_expo_alt_abs_k=k_kh=0,4096,6,1.6b73156417b33p+53
bucket_expo_alt_abs_k=k_kh=0,4096,7,1.35fcc47eb5587p+53
bucket_expo_alt_abs_k=k_kh=0,4096,8,1.20222825e6337p+53
bucket_expo_alt_abs_k=k_kh=0,4096,9,1.7e870c2914d0ap+52
bucket_expo_alt_abs_k=k_kh=0,4096,10,1.3ecfab61da857p+53
bucket_expo_alt_abs_k=k_kh=0,4096,11,1.5a50dc5ac4d68p+52
bucket_expo_alt_abs_k=k_kh=0,4096,12,1.5ec937458ec15p+52
bucket_expo_alt_abs_k=k_kh=0,4096,13,1.78dd4aa180ef3p+52
bucket_expo_alt_abs_k=k_kh=0,4096,14,1.7556c4eb3f649p+52
bucket_expo_alt_abs_k=k_kh=0,4096,15,1.1baf73c0980afp+53
bucket_expo_alt_abs_k=k_kh=0,4096,16,1.9167dca2190f2p+53
bucket_expo_alt_abs_k=k_kh=0,4096,17,1.97827fdf3484p+52
bucket_expo_alt_abs_k=k_kh=0,4096,18,1.a509b50b31c8fp+53
bucket_expo_alt_abs_k=k_kh=0,4096,19,1.70d110d00d4a9p+52
bucket_expo_alt_abs_k=k_kh=0,4096,20,1.c1130752d7eb4p+52
bucket_expo_alt_abs_k=k_kh=0,4096,21,1.be94b263320a8p+52
bucket_expo_alt_abs_k=k_kh=0,4096,22,1.1b88bc49ec053p+53
bucket_expo_alt_abs_k=k_kh=0,4096,23,1.0062b2cd80cap+53
bucket_expo_alt_abs_k=k_kh=0,4096,24,1.78a19fed0a498p+52
bucket_expo_alt_abs_k=k_kh=0,4096,25,1.54372daebf3a4p+53
bucket_expo_alt_abs_k=k_kh=0,4096,26,1.775b8a43caf8p+52
bucket_expo_alt_abs_k=k_kh=0,4096,27,1.5d757f3315101p+53
bucket_expo_alt_abs_k=k_kh=0,4096,28,1.1f2b22546771cp+53
bucket_expo_alt_abs_k=k_kh=0,4096,29,1.779c24d7ba1ecp+53
bucket_expo_alt_abs_k=k_kh=0,4096,30,1.b0a172438666p+52
bucket_expo_alt_abs_k=k_kh=0,8192,1,1.d534fad4fa5c4p+52
bucket_expo_alt_abs_k=k_kh=0,8192,2,1.9edf8b74b5848p+53
bucket_expo_alt_abs_k=k_kh=0,8192,3,1.8e9771a1bdaaep+52
bucket_expo_alt_abs_k=k_kh=0,8192,4,1.85d30c2deee84p+53
bucket_expo_alt_abs_k=k_kh=0,8192,5,1.c0d4a2e8da9f8p+52
bucket_expo_alt_abs_k=k_kh=0,8192,6,1.aa798bc841ea6p+52
bucket_expo_alt_abs_k=k_kh=0,8192,7,1.75f1fe68a855p+52
bucket_expo_alt_abs_k=k_kh=0,8192,8,1.e8d75f32cee5cp+52
bucket_expo_alt_abs_k=k_kh=0,8192,9,1.200f88744766p+53
bucket_expo_alt_abs_k=k_kh=0,8192,10,1.0a4da68ba965bp+53
bucket_expo_alt_abs_k=k_kh=0,8192,11,1.a639f6d80f41ep+52
bucket_expo_alt_abs_k=k_kh=0,8192,12,1.cce8b27019eb1p+52
bucket_expo_alt_abs_k=k_kh=0,8192,13,1.51b5803512387p+53
bucket_expo_alt_abs_k=k_kh=0,8192,14,1.06df7b9169b68p+53
bucket_expo_alt_abs_k=k_kh=0,8192,15,1.3789904c8e02dp+53
bucket_expo_alt_abs_k=k_kh=0,8192,16,1.6b75c20bcd44cp+53
bucket_expo_alt_abs_k=k_kh=0,8192,17,1.ddee92d9a98b5p+52
bucket_expo_alt_abs_k=k_kh=0,8192,18,1.8efe8bc1600f1p+52
bucket_expo_alt_abs_k=k_kh=0,8192,19,1.7c29b403ffc6dp+53
bucket_expo_alt_abs_k=k_kh=0,8192,20,1.70b83e9a48de2p+52
bucket_expo_alt_abs_k=k_kh=0,8192,21,1.8de4b58c56eb2p+52
bucket_expo_alt_abs_k=k_kh=0,8192,22,1.8ebb7ac3363c8p+52
bucket_expo_alt_abs_k=k_kh=0,8192,23,1.ca32c7d240df4p+52
bucket_expo_alt_abs_k=k_kh=0,8192,24,1.ad85eb1a65d2p+52
bucket_expo_alt_abs_k=k_kh=0,8192,25,1.45b4ed001d83dp+53
bucket_expo_alt_abs_k=k_kh=0,8192,26,1.1d8d05ad5967dp+53
bucket_expo_alt_abs_k=k_kh=0,8192,27,1.829cc9b3e4a09p+53
bucket_expo_alt_abs_k=k_kh=0,8192,28,1.a833901ecfa93p+52
bucket_expo_alt_abs_k=k_kh=0,8192,29,1.7e9cc6310b87fp+52
bucket_expo_alt_abs_k=k_kh=0,8192,30,1.e431a9f927073p+52
bucket_expo_alt_abs_k=k_kh=0,16384,1,1.3d9d418f9d438p+53
bucket_expo_alt_abs_k=k_kh=0,16384,2,1.7cd0bf8dc9227p+53
bucket_expo_alt_abs_k=k_kh=0,16384,3,1.9df4ddf5276cbp+52
bucket_expo_alt_abs_k=k_kh=0,16384,4,1.15538c29ab4d3p+53
bucket_expo_alt_abs_k=k_kh=0,16384,5,1.2f56c039afeebp+53
bucket_expo_alt_abs_k=k_kh=0,16384,6,1.1e4b4c58e84cp+53
bucket_expo_alt_abs_k=k_kh=0,16384,7,1.645414abf7352p+53
bucket_expo_alt_abs_k=k_kh=0,16384,8,1.a597c5dc58529p+53
bucket_expo_alt_abs_k=k_kh=0,16384,9,1.c3f8b84073b1ep+53
bucket_expo_alt_abs_k=k_kh=0,16384,10,1.a175550d4e764p+52
bucket_expo_alt_abs_k=k_kh=0,16384,11,1.0636685e8258ap+53
bucket_expo_alt_abs_k=k_kh=0,16384,12,1.e449f97167ba3p+52
bucket_expo_alt_abs_k=k_kh=0,16384,13,1.fa72c1aee03dep+52
bucket_expo_alt_abs_k=k_kh=0,16384,14,1.a5d46a3b88fep+52
bucket_expo_alt_abs_k=k_kh=0,16384,15,1.66e387cae9689p+52
bucket_expo_alt_abs_k=k_kh=0,16384,16,1.8620c98fae3fp+52
bucket_expo_alt_abs_k=k_kh=0,16384,17,1.69e6f02f9c7fap+52
bucket_expo_alt_abs_k=k_kh=0,16384,18,1.773a99b0e3339p+52
bucket_expo_alt_abs_k=k_kh=0,16384,19,1.8fd6877d7d973p+52
bucket_expo_alt_abs_k=k_kh=0,16384,20,1.1ebfe34b3d656p+53
bucket_expo_alt_abs_k=k_kh=0,16384,21,1.7a6c4468b9f2p+52
bucket_expo_alt_abs_k=k_kh=0,16384,22,1.8324e0c9beb59p+52
bucket_expo_alt_abs_k=k_kh=0,16384,23,1.6c42f763c2c95p+52
bucket_expo_alt_abs_k=k_kh=0,16384,24,1.13d933c8f0eacp+53
bucket_expo_alt_abs_k=k_kh=0,16384,25,1.316275e3533dep+53
bucket_expo_alt_abs_k=k_kh=0,16384,26,1.7d217744061d2p+52
bucket_expo_alt_abs_k=k_kh=0,16384,27,1.c9a09bc8bec82p+52
bucket_expo_alt_abs_k=k_kh=0,16384,28,1.671e80c7d4aaep+52
bucket_expo_alt_abs_k=k_kh=0,16384,29,1.84061d21efd63p+52
bucket_expo_alt_abs_k=k_kh=0,16384,30,1.0338d55ade7dcp+53
bucket_expo_alt_abs_k=k_kh=0,32768,1,1.9e2a6ec355152p+52
bucket_expo_alt_abs_k=k_kh=0,32768,2,1.8b7c1013aaf79p+53
bucket_expo_alt_abs_k=k_kh=0,32768,3,1.8a30477e9ffbfp+53
bucket_expo_alt_abs_k=k_kh=0,32768,4,1.267b9c56ad0e8p+53
bucket_expo_alt_abs_k=k_kh=0,32768,5,1.98244a21f50dap+52
bucket_expo_alt_abs_k=k_kh=0,32768,6,1.3bdd017aafa58p+53
bucket_expo_alt_abs_k=k_kh=0,32768,7,1.3d3e3e2caee3p+53
bucket_expo_alt_abs_k=k_kh=0,32768,8,1.13e0907982b88p+53
bucket_expo_alt_abs_k=k_kh=0,32768,9,1.7f67415f9dc8ep+52
bucket_expo_alt_abs_k=k_kh=0,32768,10,1.664a36c91e43ep+52
bucket_expo_alt_abs_k=k_kh=0,32768,11,1.a3e756fe258aap+52
bucket_expo_alt_abs_k=k_kh=0,32768,12,1.8e8e19d45b33ep+52
bucket_expo_alt_abs_k=k_kh=0,32768,13,1.007cb17d7b539p+53
bucket_expo_alt_abs_k=k_kh=0,32768,14,1.85cb90a686c44p+52
bucket_expo_alt_abs_k=k_kh=0,32768,15,1.4b19989b9ae78p+53
bucket_expo_alt_abs_k=k_kh=0,32768,16,1.781263af7315cp+53
bucket_expo_alt_abs_k=k_kh=0,32768,17,1.163ba7e28be4ep+53
bucket_expo_alt_abs_k=k_kh=0,32768,18,1.5521a6d5f6a64p+53
bucket_expo_alt_abs_k=k_kh=0,32768,19,1.dac4875a702b2p+52
bucket_expo_alt_abs_k=k_kh=0,32768,20,1.8b6028ce54df1p+52
bucket_expo_alt_abs_k=k_kh=0,32768,21,1.8457fa5379a0ap+52
bucket_expo_alt_abs_k=k_kh=0,32768,22,1.7ee56ce49e06fp+52
bucket_expo_alt_abs_k=k_kh=0,32768,23,1.74da7c38fc199p+52
bucket_expo_alt_abs_k=k_kh=0,32768,24,1.2f149e63ae08fp+53
bucket_expo_alt_abs_k=k_kh=0,32768,25,1.80ed48ec0c114p+52
bucket_expo_alt_abs_k=k_kh=0,32768,26,1.c7a892d89dc31p+52
bucket_expo_alt_abs_k=k_kh=0,32768,27,1.9c7b5b3272b7ap+52
bucket_expo_alt_abs_k=k_kh=0,32768,28,1.caeec20277b65p+52
bucket_expo_alt_abs_k=k_kh=0,32768,29,1.035c589d9e6fcp+53
bucket_expo_alt_abs_k=k_kh=0,32768,30,1.611917921e214p+53
bucket_expo_alt_abs_k=k_kh=0,65536,1,1.c91718abc69f8p+52
bucket_expo_alt_abs_k=k_kh=0,65536,2,1.b3ac73bddbb6ap+52
bucket_expo_alt_abs_k=k_kh=0,65536,3,1.39e5be89aa0a9p+53
bucket_expo_alt_abs_k=k_kh=0,65536,4,1.cc0a08771de18p+52
bucket_expo_alt_abs_k=k_kh=0,65536,5,1.37cdf3b8c0d16p+53
bucket_expo_alt_abs_k=k_kh=0,65536,6,1.a2ef15b845dd1p+52
bucket_expo_alt_abs_k=k_kh=0,65536,7,1.7b4bd8dde83p+52
bucket_expo_alt_abs_k=k_kh=0,65536,8,1.61b10bd5bf55bp+53
bucket_expo_alt_abs_k=k_kh=0,65536,9,1.c89cb654a85cap+52
bucket_expo_alt_abs_k=k_kh=0,65536,10,1.848d996eeb207p+53
bucket_expo_alt_abs_k=k_kh=0,65536,11,1.1edded158262ep+53
bucket_expo_alt_abs_k=k_kh=0,65536,12,1.1121e672b6187p+53
bucket_expo_alt_abs_k=k_kh=0,65536,13,1.7f9905b7cee7bp+52
bucket_expo_alt_abs_k=k_kh=0,65536,14,1.290edc0045d11p+53
bucket_expo_alt_abs_k=k_kh=0,65536,15,1.808369209b1p+52
